id,source,query,title,year,venue,doi,url,authors,abstract
cad72ea0ecf5,arxiv,contact-rich robot learning tactile topology,FreeTacMan: Robot-free Visuo-Tactile Data Collection System for Contact-rich Manipulation,2025,arXiv,,,Longyan Wu; Checheng Yu; Jieji Ren; Li Chen; Yufei Jiang; Ran Huang; Guoying Gu; Hongyang Li,"Enabling robots with contact-rich manipulation remains a pivotal challenge in robot learning, which is substantially hindered by the data collection gap, including its inefficiency and limited sensor setup. While prior work has explored handheld paradigms, their rod-based mechanical structures remain rigid and unintuitive, providing limited tactile feedback and posing challenges for operators. Motivated by the dexterity and force feedback of human motion, we propose FreeTacMan, a human-centric and robot-free data collection system for accurate and efficient robot manipulation. Concretely, we design a wearable gripper with visuo-tactile sensors for data collection, which can be worn by human fingers for intuitive control. A high-precision optical tracking system is introduced to capture end"
10.1109/tro.,crossref,contact-rich robot learning tactile topology,"High Resolution, Large Area Vision-Based Tactile Sensing Based on a Novel Piezoluminescent Skin_supp2-3552327.mp4",2025,,10.1109/tro.2025.3552327/mm1,https://doi.org/10.1109/tro.2025.3552327/mm1,"Godaba, Hareesh",
10.1109/tro.,crossref,contact-rich robot learning tactile topology,Integrating Contact-Aware CPG System for Learning-Based Soft Snake Robot Locomotion Controllers,2025,IEEE Transactions on Robotics,10.1109/tro.2025.3539173,https://doi.org/10.1109/tro.2025.3539173,"Liu, Xuan; Onal, Cagdas D.; Fu, Jie",
10.1109/newc,crossref,contact-rich robot learning tactile topology,Machine Learning Based Contact Force Estimation Using a PVDF Tactile Sensing System,2025,2025 23rd IEEE Interregional NEWCAS Conference (NEWCAS),10.1109/newcas64648.2025.11107072,https://doi.org/10.1109/newcas64648.2025.11107072,"Yaacoub, Mohamad; Khalifeh, Razan; Gianoglio, Christian; Ibrahim, Ali; Seminara, Lucia",
10.1109/lra.,crossref,contact-rich robot learning tactile topology,"NormalFlow: Fast, Robust, and Accurate Contact-Based Object 6DoF Pose Tracking With Vision-Based Tactile Sensors",2025,IEEE Robotics and Automation Letters,10.1109/lra.2024.3505815,https://doi.org/10.1109/lra.2024.3505815,"Huang, Hung-Jui; Kaess, Michael; Yuan, Wenzhen",
10.2139/ssrn,crossref,contact-rich robot learning tactile topology,Passivity-Centric Safe Reinforcement Learning for Contact-Rich Robotic Tasks,2025,,10.2139/ssrn.5583687,https://doi.org/10.2139/ssrn.5583687,"Zhang, Heng; Solak, Gokhan; Hjorth, Sebastian; Ajoudani, Arash",
10.1109/icra,crossref,contact-rich robot learning tactile topology,PolyTouch: A Robust Multi-Modal Tactile Sensor for Contact-Rich Manipulation Using Tactile-Diffusion Policies,2025,2025 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra55743.2025.11128816,https://doi.org/10.1109/icra55743.2025.11128816,"Zhao, Jialiang; Kuppuswamy, Naveen; Feng, Siyuan; Burchfiel, Benjamin; Adelson, Edward",
10.15607/rss,crossref,contact-rich robot learning tactile topology,Reactive Diffusion Policy: Slow-Fast Visual-Tactile Policy Learning for Contact-Rich Manipulation,2025,Robotics: Science and Systems XXI,10.15607/rss.2025.xxi.052,https://doi.org/10.15607/rss.2025.xxi.052,"Xue, Han; Ren, Jieji; Chen, Wendi; Zhang, Gu; Yuan, Fang; Gu, Guoying; Xu, Huazhe; Lu, Cewu",
fc0a86ada42f,arxiv,contact-rich robot learning tactile topology,Reactive Diffusion Policy: Slow-Fast Visual-Tactile Policy Learning for Contact-Rich Manipulation,2025,arXiv,,,Han Xue; Jieji Ren; Wendi Chen; Gu Zhang; Yuan Fang; Guoying Gu; Huazhe Xu; Cewu Lu,"Humans can accomplish complex contact-rich tasks using vision and touch, with highly reactive capabilities such as fast response to external changes and adaptive control of contact forces; however, this remains challenging for robots. Existing visual imitation learning (IL) approaches rely on action chunking to model complex behaviors, which lacks the ability to respond instantly to real-time tactile feedback during the chunk execution. Furthermore, most teleoperation systems struggle to provide fine-grained tactile / force feedback, which limits the range of tasks that can be performed. To address these challenges, we introduce TactAR, a low-cost teleoperation system that provides real-time tactile feedback through Augmented Reality (AR), along with Reactive Diffusion Policy (RDP), a nove"
10.1109/lra.,crossref,contact-rich robot learning tactile topology,Reinforcement Learning of Contact Preferability in Multi-Contact Locomotion Planning for Humanoids,2025,IEEE Robotics and Automation Letters,10.1109/lra.2024.3524890,https://doi.org/10.1109/lra.2024.3524890,"Kumagai, Iori; Murooka, Masaki; Morisawa, Mitsuharu; Kanehiro, Fumio",
b2ec34f3d118,arxiv,contact-rich robot learning tactile topology,Robot Learning: A Tutorial,2025,arXiv,,,Francesco Capuano; Caroline Pascal; Adil Zouitine; Thomas Wolf; Michel Aractingi,"Robot learning is at an inflection point, driven by rapid advancements in machine learning and the growing availability of large-scale robotics data. This shift from classical, model-based methods to data-driven, learning-based paradigms is unlocking unprecedented capabilities in autonomous systems. This tutorial navigates the landscape of modern robot learning, charting a course from the foundational principles of Reinforcement Learning and Behavioral Cloning to generalist, language-conditioned models capable of operating across diverse tasks and even robot embodiments. This work is intended as a guide for researchers and practitioners, and our goal is to equip the reader with the conceptual understanding and practical tools necessary to contribute to developments in robot learning, with "
f38f9fa18ba2,arxiv,contact-rich robot learning tactile topology,Robot Trains Robot: Automatic Real-World Policy Adaptation and Learning for Humanoids,2025,arXiv,,,Kaizhe Hu; Haochen Shi; Yao He; Weizhuo Wang; C. Karen Liu; Shuran Song,"Simulation-based reinforcement learning (RL) has significantly advanced humanoid locomotion tasks, yet direct real-world RL from scratch or adapting from pretrained policies remains rare, limiting the full potential of humanoid robots. Real-world learning, despite being crucial for overcoming the sim-to-real gap, faces substantial challenges related to safety, reward design, and learning efficiency. To address these limitations, we propose Robot-Trains-Robot (RTR), a novel framework where a robotic arm teacher actively supports and guides a humanoid robot student. The RTR system provides protection, learning schedule, reward, perturbation, failure detection, and automatic resets. It enables efficient long-term real-world humanoid training with minimal human intervention. Furthermore, we pr"
10.36227/tec,crossref,contact-rich robot learning tactile topology,Safe Learning for Contact-Rich Robot Tasks: A Survey From Classical Learning-Based Methods to Safe Foundation Models,2025,,10.36227/techrxiv.176472870.03980379/v1,https://doi.org/10.36227/techrxiv.176472870.03980379/v1,"Zhang, Heng; Dai, Rui; Solak, Gokhan; Zhou, Pokuang; She, Yu; Ajoudani, Arash",
674445a604e7,arxiv,contact-rich robot learning tactile topology,Shear-based Grasp Control for Multi-fingered Underactuated Tactile Robotic Hands,2025,arXiv,,,Christopher J. Ford; Haoran Li; Manuel G. Catalano; Matteo Bianchi; Efi Psomopoulou; Nathan F. Lepora,"This paper presents a shear-based control scheme for grasping and manipulating delicate objects with a Pisa/IIT anthropomorphic SoftHand equipped with soft biomimetic tactile sensors on all five fingertips. These `microTac' tactile sensors are miniature versions of the TacTip vision-based tactile sensor, and can extract precise contact geometry and force information at each fingertip for use as feedback into a controller to modulate the grasp while a held object is manipulated. Using a parallel processing pipeline, we asynchronously capture tactile images and predict contact pose and force from multiple tactile sensors. Consistent pose and force models across all sensors are developed using supervised deep learning with transfer learning techniques. We then develop a grasp control framewor"
10.1109/lra.,crossref,contact-rich robot learning tactile topology,TACT: Humanoid Whole-Body Contact Manipulation Through Deep Imitation Learning With Tactile Modality,2025,IEEE Robotics and Automation Letters,10.1109/lra.2025.3580329,https://doi.org/10.1109/lra.2025.3580329,"Murooka, Masaki; Hoshi, Takahiro; Fukumitsu, Kensuke; Masuda, Shimpei; Hamze, Marwan; Sasaki, Tomoya; Morisawa, Mitsuharu; Yoshida, Eiichi",
3e8e34bbf4a1,arxiv,contact-rich robot learning tactile topology,TLA: Tactile-Language-Action Model for Contact-Rich Manipulation,2025,arXiv,,,Peng Hao; Chaofan Zhang; Dingzhe Li; Xiaoge Cao; Xiaoshuai Hao; Shaowei Cui; Shuo Wang,"Significant progress has been made in vision-language models. However, language-conditioned robotic manipulation for contact-rich tasks remains underexplored, particularly in terms of tactile sensing. To address this gap, we introduce the Tactile-Language-Action (TLA) model, which effectively processes sequential tactile feedback via cross-modal language grounding to enable robust policy generation in contact-intensive scenarios. In addition, we construct a comprehensive dataset that contains 24k pairs of tactile action instruction data, customized for fingertip peg-in-hole assembly, providing essential resources for TLA training and evaluation. Our results show that TLA significantly outperforms traditional imitation learning methods (e.g., diffusion policy) in terms of effective action g"
10.1007/978-,crossref,contact-rich robot learning tactile topology,Tactile Image Processing and Shape Detection Method of Array Tactile Sensor for Surgical Robot Based on Deep Learning,2025,Lecture Notes in Computer Science,10.1007/978-981-96-0777-8_8,https://doi.org/10.1007/978-981-96-0777-8_8,"Niu, Xinyao; Ju, Feng",
10.1016/b978,crossref,contact-rich robot learning tactile topology,Tactile information—contact level,2025,Tactile Robotics,10.1016/b978-0-44-321913-9.00010-2,https://doi.org/10.1016/b978-0-44-321913-9.00010-2,"Li, Qiang",
10.1109/lra.,crossref,contact-rich robot learning tactile topology,Tactile-Driven Dexterous In-Hand Writing via Extrinsic Contact Sensing,2025,IEEE Robotics and Automation Letters,10.1109/lra.2025.3589168,https://doi.org/10.1109/lra.2025.3589168,"Zhao, Can; Xie, Lingzi; Huang, Bidan; Wang, Shuai; Ma, Daolin",
10.2139/ssrn,crossref,contact-rich robot learning tactile topology,Tactile-Guided Regrasping: Shape-Based Reimagination of Contact from Initial Tactile Feedback,2025,,10.2139/ssrn.5744672,https://doi.org/10.2139/ssrn.5744672,"Jolaei, Kourosh; Roberge, Jean-Philippe; Duchaine, Vincent",
10.1109/tro.,crossref,contact-rich robot learning tactile topology,ThinTact: Thin Vision-Based Tactile Sensor by Lensless Imaging_supp1-3530319.mp4,2025,,10.1109/tro.2025.3530319/mm1,https://doi.org/10.1109/tro.2025.3530319/mm1,"Xu, Jing",
10.1002/adrr,crossref,contact-rich robot learning tactile topology,UTact: Underwater Vision‐Based Tactile Sensor with Geometry Reconstruction and Contact Force Estimation,2025,Advanced Robotics Research,10.1002/adrr.202500091,https://doi.org/10.1002/adrr.202500091,"Zhang, Qiyi; Zuo, Zonghao; Wang, Haoxuan; Liu, Bin; Yilihamu, Yilidusi; Wen, Li","Soft robots offer potential advantages for underwater applications such as environmental exploration and delicate manipulation, thanks to their inherent flexibility and sustainability. Embedded sensing systems further enhance these capabilities by providing environmental information feedback. Until now, many flexible sensors integrated into soft robots suffer from slow response times and limited sensing stability. Vision‐based tactile sensing presents a promising solution to these challenges, yet its application underwater remains limited. In this work, we introduce a compact, reliable, and highly sensitive underwater vision‐based tactile sensor (UTact) featuring a simple fabrication process and low cost. UTact enables 3D reconstruction of the tactile surface, complemented by image enhance"
1b6ad064a705,arxiv,contact-rich robot learning tactile topology,VT-Refine: Learning Bimanual Assembly with Visuo-Tactile Feedback via Simulation Fine-Tuning,2025,arXiv,,,Binghao Huang; Jie Xu; Iretiayo Akinola; Wei Yang; Balakumar Sundaralingam; Rowland O'Flaherty; Dieter Fox; Xiaolong Wang,"Humans excel at bimanual assembly tasks by adapting to rich tactile feedback -- a capability that remains difficult to replicate in robots through behavioral cloning alone, due to the suboptimality and limited diversity of human demonstrations. In this work, we present VT-Refine, a visuo-tactile policy learning framework that combines real-world demonstrations, high-fidelity tactile simulation, and reinforcement learning to tackle precise, contact-rich bimanual assembly. We begin by training a diffusion policy on a small set of demonstrations using synchronized visual and tactile inputs. This policy is then transferred to a simulated digital twin equipped with simulated tactile sensors and further refined via large-scale reinforcement learning to enhance robustness and generalization. To e"
f1b0e835d52b,arxiv,contact-rich robot learning tactile topology,ViTaMIn: Learning Contact-Rich Tasks Through Robot-Free Visuo-Tactile Manipulation Interface,2025,arXiv,,,Fangchen Liu; Chuanyu Li; Yihua Qin; Jing Xu; Pieter Abbeel; Rui Chen,"Tactile information plays a crucial role for humans and robots to interact effectively with their environment, particularly for tasks requiring the understanding of contact properties. Solving such dexterous manipulation tasks often relies on imitation learning from demonstration datasets, which are typically collected via teleoperation systems and often demand substantial time and effort. To address these challenges, we present ViTaMIn, an embodiment-free manipulation interface that seamlessly integrates visual and tactile sensing into a hand-held gripper, enabling data collection without the need for teleoperation. Our design employs a compliant Fin Ray gripper with tactile sensing, allowing operators to perceive force feedback during manipulation for more intuitive operation. Additional"
10.1109/iros,crossref,contact-rich robot learning tactile topology,VibeCheck: Using Active Acoustic Tactile Sensing for Contact-Rich Manipulation,2025,2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros60139.2025.11246133,https://doi.org/10.1109/iros60139.2025.11246133,"Zhang, Kaidi; Kim, Do-Gon; Chang, Eric T.; Liang, Hua-Hsuan; He, Zhanpeng; Lampo, Kathryn; Wu, Philippe; Kymissis, Ioannis",
10.3389/frob,crossref,contact-rich robot learning tactile topology,Visuo-tactile feedback policies for terminal assembly facilitated by reinforcement learning,2025,Frontiers in Robotics and AI,10.3389/frobt.2025.1660244,https://doi.org/10.3389/frobt.2025.1660244,"Li, Yuchao; Jin, Ziqi; Liu, Jin; Ma, Daolin","Industrial terminal assembly tasks are often repetitive and involve handling components with tight tolerances that are susceptible to damage. Learning an effective terminal assembly policy in real-world is challenging, as collisions between parts and the environment can lead to slippage or part breakage. In this paper, we propose a safe reinforcement learning approach to develop a visuo-tactile assembly policy that is robust to variations in grasp poses. Our method minimizes collisions between the terminal head and terminal base by decomposing the assembly task into three distinct phases. In the first grasp phase,a vision-guided model is trained to pick the terminal head from an initial bin. In the second align phase, a tactile-based grasp pose estimation model is employed to align the ter"
10.1109/lra.,crossref,contact-rich robot learning tactile topology,Whisker-Inspired Tactile Sensing: A Sim2Real Approach for Precise Underwater Contact Tracking,2025,IEEE Robotics and Automation Letters,10.1109/lra.2025.3564760,https://doi.org/10.1109/lra.2025.3564760,"Li, Hao; Xing, Chengyi; Khan, Saad; Zhong, Miaoya; Cutkosky, Mark R.",
134fcf29bc1d,arxiv,contact-rich robot learning tactile topology,A Low-Cost Vision-Based Tactile Gripper with Pretraining Learning for Contact-Rich Manipulation,2026,arXiv,,,Yaohua Liu; Binkai Ou; Zicheng Qiu; Ce Hao; Hengjun Zhang,"Robotic manipulation in contact-rich environments remains challenging, particularly when relying on conventional tactile sensors that suffer from limited sensing range, reliability, and cost-effectiveness. In this work, we present LVTG, a low-cost visuo-tactile gripper designed for stable, robust, and efficient physical interaction. Unlike existing visuo-tactile sensors, LVTG enables more effective and stable grasping of larger and heavier everyday objects, thanks to its enhanced tactile sensing area and greater opening angle. Its surface skin is made of highly wear-resistant material, significantly improving durability and extending operational lifespan. The integration of vision and tactile feedback allows LVTG to provide rich, high-fidelity sensory data, facilitating reliable perception"
10.70675/dab,crossref,contact-rich robot learning tactile topology,Analysis and rendering of contact vibrational stimuli for tactile perception,2026,,10.70675/dab44cf6ze236z49e3za66cz7c27b59965ec,https://doi.org/10.70675/dab44cf6ze236z49e3za66cz7c27b59965ec,"Felicetti, Livia","Analyse et rendu des stimuli vibratoires de contact pour la perception tactile Parmi les 5 sens, le sens du toucher se situe entre le plus articulé et le moins compris. Bien que nous soyons capables de maîtriser les signaux qui sous-tendent la vue et l’ouïe, en les restituant à l’aide de haut-parleurs et d’interfaces visuelles, les mécanismes sous-jacents au sens du toucher restent encore largement inconnus. Le toucher, né du contact entre la peau et la surface explorée et impliquant plusieurs types de stimuli, nécessite une approche fortement multidisciplinaire et implique un large éventail de disciplines, telles que la médecine, les neurosciences, la psychologie, la dynamique, la tribologie, les sciences des matériaux, etc. La Tribologie et la Dynamique participent à l'étude de tous ces "
130afedbb01e,arxiv,contact-rich robot learning tactile topology,CONTACT: CONtact-aware TACTile Learning for Robotic Disassembly,2026,arXiv,,,Yosuke Saka; Jyun-Chi Hu; Adeesh Desai; Zhiyuan Zhang; Bihao Zhang; Quan Khanh Luu; Md Rakibul Islam Prince; Minghui Zheng,"Robotic disassembly involves contact-rich interactions in which successful manipulation depends not only on geometric alignment but also on force-dependent state transitions. While vision-based policies perform well in structured settings, their reliability often degrades in tight-tolerance, contact-dominated, or deformable scenarios. In this work, we systematically investigate the role of tactile sensing in robotic disassembly through both simulation and real-world experiments. We construct five rigid-body disassembly tasks in simulation with increasing geometric constraints and extraction difficulty. We further design five real-world tasks, including three rigid and two deformable scenarios, to evaluate contact-dependent manipulation. Within a unified learning framework, we compare three"
0ac63d1e6375,arxiv,contact-rich robot learning tactile topology,DexViTac: Collecting Human Visuo-Tactile-Kinematic Demonstrations for Contact-Rich Dexterous Manipulation,2026,arXiv,,,Xitong Chen; Yifeng Pan; Min Li; Xiaotian Ding,"Large-scale, high-quality multimodal demonstrations are essential for robot learning of contact-rich dexterous manipulation. While human-centric data collection systems lower the barrier to scaling, they struggle to capture the tactile information during physical interactions. Motivated by this, we present DexViTac, a portable, human-centric data collection system tailored for contact-rich dexterous manipulation. The system enables the high-fidelity acquisition of first-person vision, high-density tactile sensing, end-effector poses, and hand kinematics within unstructured, in-the-wild environments. Building upon this hardware, we propose a kinematics-grounded tactile representation learning algorithm that effectively resolves semantic ambiguities within tactile signals. Leveraging the eff"
10.32657/103,crossref,contact-rich robot learning tactile topology,Enhancing robot learning from demonstration in contact-rich tasks through visuo-haptic teleoperation,2026,,10.32657/10356/215581,https://doi.org/10.32657/10356/215581,"Feng, Yue",
10.3389/frob,crossref,contact-rich robot learning tactile topology,Fast reprogramming and adaptive reproduction of contact-rich assembly,2026,Frontiers in Robotics and AI,10.3389/frobt.2026.1746577,https://doi.org/10.3389/frobt.2026.1746577,"Rakovitis, Dimitrios; Origanti, Vamsi Krishna; Bargsten, Vinzenz; Danzglock, Adrian; Mronga, Dennis; Kirchner, Frank","Introduction Modern manufacturing demands flexible, robust robotic assembly systems capable of handling variable part geometries and dynamic task configurations. Current approaches often suffer from limited generalization, high sample complexity, and the need for extensive reconfiguration or retraining when task parameters change. This paper addresses these limitations by introducing a novel framework that enables adaptive reproduction of kinesthetically taught, contact-rich assembly policies, using only force/torque and proprioceptive sensing. Methods The approach combines three components: i. synchronized wrench–motion Dynamic Movement Primitives (wDMPs) that encode coupled motion and wrench profiles from a single demonstration; ii. an uncertainty-aware Model Predictive Controller (MPC) "
c3411c3be60c,arxiv,contact-rich robot learning tactile topology,HapTile: A Haptic-Informed Vision-Tactile-Language-Action Dataset for Contact-Rich Imitation Learning,2026,arXiv,,,Amirhosein Alian; Yongqiang Zhao; Shiyi Gu; Xuyang Zhang; Zhuo Chen; Christopher E. Mower; Haitham Bou-Ammar; Shan Luo,"Despite the importance of tactile sensing for reliable manipulation, most existing Vision-Language-Action (VLA) datasets remain vision-only, and those that do incorporate tactile information typically lack the joint combination of task diversity, language conditioning, and action trajectories. Furthermore, existing teleoperation pipelines rarely provide haptic feedback to the operator, despite its established role in demonstration quality and manipulation stability. In this work, we present HapTile, a contact-grounded visuotactile manipulation dataset that advances beyond vision-only trajectory datasets by embedding physical interaction sensing at two levels: fingertip tactile feedback at the robot end-effector, and haptic-informed demonstrations at the teleoperator side. The data collecti"
10.1007/978-,crossref,contact-rich robot learning tactile topology,Learning Based Distortion Compensation Control,2026,Control of Hardware-In-The-Loop Space Contact Simulation Robot,10.1007/978-981-95-1172-3_9,https://doi.org/10.1007/978-981-95-1172-3_9,"Qi, Chenkun; Gao, Feng; Hu, Yan",
10.2139/ssrn,crossref,contact-rich robot learning tactile topology,Machine Learning-Enabled Bimodal Flexible Tactile Sensors for Intelligent Contact-Noncontact Recognition,2026,,10.2139/ssrn.6736736,https://doi.org/10.2139/ssrn.6736736,"Wang, Defan; Zhao, Yi; Zhao, Xinxin; Han, Chengfu; Zhou, Kangkang; Zhang, Yajie; Zhai, Wei; Zheng, Guoqiang","Flexible pressure sensors with porous architectures have attracted extensive attention owing to their excellent stability and sensing performance, demonstrating great potential in applications such as electronic skin and healthcare monitoring. However, most existing sensors are often limited to single-function, and achieving synergistic multifunctionality within a unified signal platform remains a significant challenge. Humidity, as an essential environmental and physiological parameter, plays a vital role in enabling advanced interactive perception. Therefore, integrating high-performance humidity sensing with flexible pressure sensing has emerged as an important research direction. Herein, a polydimethylsiloxane (PDMS) composite foam (PRPP) decorated with polypyrrole (PPy), reduced graph"
10.2139/ssrn,crossref,contact-rich robot learning tactile topology,Machine Learning-Enabled Bimodal Flexible Tactile Sensors for Intelligent Contact-Noncontact Recognition,2026,,10.2139/ssrn.6826855,https://doi.org/10.2139/ssrn.6826855,"Wang, Defan; Zhao, Yi; Zhao, Xinxin; Han, Chengfu; Zhou, Kangkang; Zhang, Yajie; Zhai, Wei; Zheng, Guoqiang","Flexible pressure sensors with porous architectures have attracted extensive attention owing to their excellent stability and sensing performance, demonstrating great potential in applications such as electronic skin and healthcare monitoring. However, most existing sensors are often limited to single-function, and achieving synergistic multifunctionality within a unified signal platform remains a significant challenge. Humidity, as an essential environmental and physiological parameter, plays a vital role in enabling advanced interactive perception. Therefore, integrating high-performance humidity sensing with flexible pressure sensing has emerged as an important research direction. Herein, a polydimethylsiloxane (PDMS) composite foam (PRPP) decorated with polypyrrole (PPy), reduced graph"
10.1145/3757,crossref,contact-rich robot learning tactile topology,MotionBuddy: Exploring Tactile-Based Motion Learning with a Tabletop Humanoid Robot for Blind People,2026,Proceedings of the 21st ACM/IEEE International Conference on Human-Robot Interaction,10.1145/3757279.3788660,https://doi.org/10.1145/3757279.3788660,"Tanaka, Kengo; Wang, Xiyue; Takagi, Hironobu; Ochiai, Yoichi; Asakawa, Chieko",
0ca05e3504ad,arxiv,contact-rich robot learning tactile topology,Multi-Resolution Tactile Imitation Learning for Contact-Rich Robotic Manipulation,2026,arXiv,,,Rickmer Krohn; Erik Helmut; Niklas Funk; Jan Peters; Vignesh Prasad; Georgia Chalvatzaki,"Touch sensing is beneficial for solving a wide variety of manipulation tasks. While there exists a wide range of tactile sensors with different properties, exploiting the fusion of multiple heterogeneous tactile sensors to improve manipulation learning remains underexplored. We present Multi-Resolution Tactile Sensing (MiTaS), a representation framework that leverages multiple tactile sensors operating at different temporal resolutions in order to solve complex contact-rich manipulation tasks. We propose a novel architecture using modality-specific convolutional stems and transformer-based fusion that effectively fuses information from an RGB camera stream, a vision-based GelSight Mini sensor and a high-frequency event-based Evetac sensor. This multi-sensor representation then conditions a"
11f645eebad6,arxiv,contact-rich robot learning tactile topology,OmniVTA: Visuo-Tactile World Modeling for Contact-Rich Robotic Manipulation,2026,arXiv,,,Yuhang Zheng; Songen Gu; Weize Li; Yupeng Zheng; Yujie Zang; Shuai Tian; Xiang Li; Ce Hao,"Contact-rich manipulation tasks, such as wiping and assembly, require accurate perception of contact forces, friction changes, and state transitions that cannot be reliably inferred from vision alone. Despite growing interest in visuo-tactile manipulation, progress is constrained by two persistent limitations: existing datasets are small in scale and narrow in task coverage, and current methods treat tactile signals as passive observations rather than using them to model contact dynamics or enable closed-loop control explicitly. In this paper, we present \textbf{OmniViTac}, a large-scale visuo-tactile-action dataset comprising $21{,}000+$ trajectories across $86$ tasks and $100+$ objects, organized into six physics-grounded interaction patterns. Building on this dataset, we propose \textbf"
10.1109/lra.,crossref,contact-rich robot learning tactile topology,On the Importance of Tactile Sensing for Imitation Learning: A Case Study on Robotic Match Lighting_supp1-3677716.mp4,2026,,10.1109/lra.2026.3677716/mm1,https://doi.org/10.1109/lra.2026.3677716/mm1,"Funk, Niklas",
10.1109/lra.,crossref,contact-rich robot learning tactile topology,Predicting Tactile Sensory Outcome of Physical Human-Robot Interaction through Embodied Learning Strategy_supp1-3692059.mp4,2026,,10.1109/lra.2026.3692059/mm2,https://doi.org/10.1109/lra.2026.3692059/mm2,"Lu, Yuxi",
10.1109/lra.,crossref,contact-rich robot learning tactile topology,Predicting Tactile Sensory Outcome of Physical Human-Robot Interaction through Embodied Learning Strategy_supp2-3692059.mp4,2026,,10.1109/lra.2026.3692059/mm1,https://doi.org/10.1109/lra.2026.3692059/mm1,"Lu, Yuxi",
10.1109/lra.,crossref,contact-rich robot learning tactile topology,Self-Supervised Multisensory Pretraining for Contact-Rich Robot Reinforcement Learning,2026,IEEE Robotics and Automation Letters,10.1109/lra.2026.3681156,https://doi.org/10.1109/lra.2026.3681156,"Krohn, Rickmer; Prasad, Vignesh; Tiboni, Gabriele; Chalvatzaki, Georgia",
10.1109/lra.,crossref,contact-rich robot learning tactile topology,Self-Supervised Multisensory Pretraining for Contact-Rich Robot Reinforcement Learning_supp1-3681156.mp4,2026,,10.1109/lra.2026.3681156/mm1,https://doi.org/10.1109/lra.2026.3681156/mm1,"Krohn, Rickmer",
10.1109/lra.,crossref,contact-rich robot learning tactile topology,Simultaneous Extrinsic Contact and In-Hand Pose Estimation via Distributed Tactile Sensing_supp1-3653324.mp4,2026,,10.1109/lra.2026.3653324/mm1,https://doi.org/10.1109/lra.2026.3653324/mm1,"Van der Merwe, Mark",
a13ef4953377,arxiv,contact-rich robot learning tactile topology,TORL-VLA: Tactile Guided Online Reinforcement Learning for Contact-Rich Manipulation,2026,arXiv,,,Huaihang Zheng; Yi Yang; Kai Ma; Shenglin Xu; Tian Xie; Guozheng Li; Xiangyu Wang; Yiren Ma,"Vision-Language-Action (VLA) models have become a powerful framework for robotic manipulation, and recent studies have introduced tactile or force feedback into VLAs to address contact-rich tasks. However, these models are typically deployed as offline policies. When contact conditions shift from the training distribution, the policy cannot perform online adaptation, leading to problems such as inappropriate contact forces and inefficient retries. Therefore, we propose TORL-VLA, a tactile-guided online reinforcement learning framework that couples tactile feedback with policy refinement for contact-rich manipulation. Our method introduces a tactile-derived wrench-aware VLA to predict reference actions and future wrench sequences, while a lightweight online RL module is used to refine the r"
fbe7f1add766,arxiv,contact-rich robot learning tactile topology,TacForeSight: Force-Guided Tactile World Model for Contact-Rich Manipulation,2026,arXiv,,,Yujie Zang; Yuhang Zheng; Xian Nie; Yupeng Zheng; Shuai Tian; Songen Gu; Chen Gao; Zining Wang,"Contact-rich manipulation requires robots to continuously perceive and regulate evolving physical interactions under dynamic contact transitions or complex surface geometries. Recent imitation learning methods improve contact-aware control by incorporating tactile or force feedback, but they rarely model the asymmetric spatiotemporal roles of global force and local tactile sensing. To address this, we propose TacForeSight, a lightweight force-conditioned tactile foresight framework for real-time manipulation. The core component is TacForceWM, a tactile world model that predicts short-horizon tactile latent dynamics from dual-finger tactile observations conditioned on high-frequency wrist force and torque signals. Another key component, the Predictive Tactile-Conditioned Policy, leverages t"
10.1109/lra.,crossref,contact-rich robot learning tactile topology,Tactile Memory with Soft Robot: Robust Object Insertion via Masked Encoding and Soft Wrist_supp1-3692097.mp4,2026,,10.1109/lra.2026.3692097/mm1,https://doi.org/10.1109/lra.2026.3692097/mm1,"Nishimura, Mai",
10.1109/tcds,crossref,contact-rich robot learning tactile topology,Towards intuitive and safe physical human-robot collaboration: an uninstrumented touchpad interface powered by intrinsic robot tactile sensing_supp1-3695745.mp4,2026,,10.1109/tcds.2026.3695745/mm3,https://doi.org/10.1109/tcds.2026.3695745/mm3,"Neto, Pedro",
10.1109/tcds,crossref,contact-rich robot learning tactile topology,Towards intuitive and safe physical human-robot collaboration: an uninstrumented touchpad interface powered by intrinsic robot tactile sensing_supp2-3695745.mp4,2026,,10.1109/tcds.2026.3695745/mm1,https://doi.org/10.1109/tcds.2026.3695745/mm1,"Neto, Pedro",
10.1109/tcds,crossref,contact-rich robot learning tactile topology,Towards intuitive and safe physical human-robot collaboration: an uninstrumented touchpad interface powered by intrinsic robot tactile sensing_supp3-3695745.mp4,2026,,10.1109/tcds.2026.3695745/mm2,https://doi.org/10.1109/tcds.2026.3695745/mm2,"Neto, Pedro",
10.1109/lra.,crossref,contact-rich robot learning tactile topology,Tracing Energy Flow: Learning Tactile-Based Grasping Force Control to Reduce Slippage in Dynamic Object Interaction,2026,IEEE Robotics and Automation Letters,10.1109/lra.2025.3640979,https://doi.org/10.1109/lra.2025.3640979,"Kuo, Cheng-Yu; Shin, Hirofumi; Matsubara, Takamitsu",
