id,source,query,title,year,venue,doi,url,authors,abstract
10.1017/s026,crossref,robot control contact invariance,Robot multiple contact control,2008,Robotica,10.1017/s0263574708004281,https://doi.org/10.1017/s0263574708004281,"Park, Jaeheung; Khatib, Oussama","SUMMARY This paper addresses the problem of contact force control for multiple contacts distributed over multiple links in a robot. This is of importance when performing complex tasks in unstructured environment, particularly in humanoid robot applications. The proposed multicontact control framework provides a new way of defining the operational space coordinates, which facilitates the specification of multiple contact control. The contact force space on multiple links is constructed as an operational space for the highest priority task. Motion control, given lower priority, can be executed using the rest of degree of freedom within the null-space of the force control. The dynamic control structure, then, provides a means to control each contact force and motion independently. This dynami"
0b462a0ce968,arxiv,in-hand manipulation contact representation,Dual-Arm In-Hand Manipulation and Regrasping Using Dexterous Manipulation Graphs,2019,arXiv,,,Silvia Cruciani; Kaiyu Hang; Christian Smith; Danica Kragic,This work focuses on the problem of in-hand manipulation and regrasping of objects with parallel grippers. We propose Dexterous Manipulation Graph (DMG) as a representation on which we define planning for in-hand manipulation and regrasping. The DMG is a disconnected undirected graph that represents the possible motions of a finger along the object's surface. We formulate the in-hand manipulation and regrasping problem as a graph search problem from the initial to the final configuration. The resulting plan is a sequence of coordinated in-hand pushing and regrasping movements. We propose a dual-arm system for the execution of the sequence where both hands are used interchangeably. We demonstrate our approach on an ABB Yumi robot tasked with different grasp reconfigurations.
465328e1646d,arxiv,contact-rich robot learning tactile topology,Towards Learning to Detect and Predict Contact Events on Vision-based Tactile Sensors,2019,arXiv,,,Yazhan Zhang; Weihao Yuan; Zicheng Kan; Michael Yu Wang,"In essence, successful grasp boils down to correct responses to multiple contact events between fingertips and objects. In most scenarios, tactile sensing is adequate to distinguish contact events. Due to the nature of high dimensionality of tactile information, classifying spatiotemporal tactile signals using conventional model-based methods is difficult. In this work, we propose to predict and classify tactile signal using deep learning methods, seeking to enhance the adaptability of the robotic grasp system to external event changes that may lead to grasping failure. We develop a deep learning framework and collect 6650 tactile image sequences with a vision-based tactile sensor, and the neural network is integrated into a contact-event-based robotic grasping system. In grasping experime"
95919b336dfd,arxiv,in-hand manipulation contact representation,Contact-Implicit Model Predictive Control for Dexterous In-hand Manipulation: A Long-Horizon and Robust Approach,2024,arXiv,,,Yongpeng Jiang; Mingrui Yu; Xinghao Zhu; Masayoshi Tomizuka; Xiang Li,"Dexterous in-hand manipulation is an essential skill of production and life. However, the highly stiff and mutable nature of contacts limits real-time contact detection and inference, degrading the performance of model-based methods. Inspired by recent advances in contact-rich locomotion and manipulation, this paper proposes a novel model-based approach to control dexterous in-hand manipulation and overcome the current limitations. The proposed approach has an attractive feature, which allows the robot to robustly perform long-horizon in-hand manipulation without predefined contact sequences or separate planning procedures. Specifically, we design a high-level contact-implicit model predictive controller to generate real-time contact plans executed by the low-level tracking controller. Com"
6dd55794aedf,arxiv,contact-rich imitation learning robotics,ForceMimic: Force-Centric Imitation Learning with Force-Motion Capture System for Contact-Rich Manipulation,2024,arXiv,,,Wenhai Liu; Junbo Wang; Yiming Wang; Weiming Wang; Cewu Lu,"In most contact-rich manipulation tasks, humans apply time-varying forces to the target object, compensating for inaccuracies in the vision-guided hand trajectory. However, current robot learning algorithms primarily focus on trajectory-based policy, with limited attention given to learning force-related skills. To address this limitation, we introduce ForceMimic, a force-centric robot learning system, providing a natural, force-aware and robot-free robotic demonstration collection system, along with a hybrid force-motion imitation learning algorithm for robust contact-rich manipulation. Using the proposed ForceCapture system, an operator can peel a zucchini in 5 minutes, while force-feedback teleoperation takes over 13 minutes and struggles with task completion. With the collected data, w"
d8e1b5dbbb99,arxiv,contact-rich robot learning tactile topology,Learning In-Hand Translation Using Tactile Skin With Shear and Normal Force Sensing,2024,arXiv,,,Jessica Yin; Haozhi Qi; Jitendra Malik; James Pikul; Mark Yim; Tess Hellebrekers,"Recent progress in reinforcement learning (RL) and tactile sensing has significantly advanced dexterous manipulation. However, these methods often utilize simplified tactile signals due to the gap between tactile simulation and the real world. We introduce a sensor model for tactile skin that enables zero-shot sim-to-real transfer of ternary shear and binary normal forces. Using this model, we develop an RL policy that leverages sliding contact for dexterous in-hand translation. We conduct extensive real-world experiments to assess how tactile sensing facilitates policy adaptation to various unseen object properties and robot hand orientations. We demonstrate that our 3-axis tactile policies consistently outperform baselines that use only shear forces, only normal forces, or only proprioce"
2c149b6304ca,arxiv,sim-to-real contact-rich policy learning,Force Policy: Learning Hybrid Force-Position Control Policy under Interaction Frame for Contact-Rich Manipulation,2026,arXiv,,,Hongjie Fang; Shirun Tang; Mingyu Mei; Haoxiang Qin; Zihao He; Jingjing Chen; Ying Feng; Chenxi Wang,"Contact-rich manipulation demands human-like integration of perception and force feedback: vision should guide task progress, while high-frequency interaction control must stabilize contact under uncertainty. Existing learning-based policies often entangle these roles in a monolithic network, trading off global generalization against stable local refinement, while control-centric approaches typically assume a known task structure or learn only controller parameters rather than the structure itself. In this paper, we formalize a physically grounded interaction frame, an instantaneous local basis that decouples force regulation from motion execution, and propose a method to recover it from demonstrations. Based on this, we address both issues by proposing Force Policy, a global-local vision-"
fb7c3adecafd,arxiv,contact-rich robot learning tactile topology,Tube Diffusion Policy: Reactive Visual-Tactile Policy Learning for Contact-rich Manipulation,2026,arXiv,,,Teng Xue; Alberto Rigo; Bingjian Huang; Jiayi Shen; Zhengtong Xu; Nick Colonnese; Amirhossein H. Memar,"Contact-rich manipulation is central to many everyday human activities, requiring continuous adaptation to contact uncertainty and external disturbances through multi-modal perception, particularly vision and tactile feedback. While imitation learning has shown strong potential for learning complex manipulation behaviors, most existing approaches rely on action chunking, which fundamentally limits their ability to react to unforeseen observations during execution. This limitation becomes especially critical in contact-rich scenarios, where physical uncertainty and high-frequency tactile feedback demand rapid, reactive control. To address this challenge, we propose Tube Diffusion Policy (TDP), a novel reactive visual-tactile policy learning framework that bridges diffusion-based imitation l"
10.1115/imec,crossref,robot control contact invariance,Adaptive Robust Motion and Force Tracking Control of Robot Manipulators in Contact With Stiff Surfaces,1996,Nonlinear Dynamics and Controls,10.1115/imece1996-0450,https://doi.org/10.1115/imece1996-0450,"Yao, Bin; Tomizuka, Masayoshi","Abstract High performance robust motion and force tracking control of robot manipulators in contact with stiff surfaces is considered in this paper. The robot parameters and the stiffness of the contact surface may not be known. The system may also be subjected to uncertain nonlinearities coming from the joint friction of the robot, external disturbances, the contact surface friction model, and the unknown time-varying equilibrium position of the contact surface. An adaptive robust motion and force controller is proposed, which needs measurements of position, velocity and interaction force only. The controller achieves a guaranteed transient performance and final tracking accuracy, a desirable feature for applications and for maintaining contact. In addition, the controller achieves asympt"
10.1115/1.28,crossref,robot control contact invariance,Adaptive Robust Motion and Force Tracking Control of Robot Manipulators in Contact With Compliant Surfaces With Unknown Stiffness,1998,"Journal of Dynamic Systems, Measurement, and Control",10.1115/1.2802414,https://doi.org/10.1115/1.2802414,"Yao, Bin; Tomizuka, Masayoshi","High performance robust motion and force tracking control of robot manipulators in contact with compliant surfaces is considered in this paper. The robot parameters and the stiffness of the contact surface may not be known. The system may also be subjected to uncertain nonlinearities coming from the joint friction of the robot, external disturbances, the contact surface friction model, and the unknown time-varying equilibrium position of the contact surface. An adaptive robust motion and force tracking controller is proposed, which needs measurements of position, velocity, and interaction force only. The controller achieves a guaranteed transient performance and final tracking accuracy, a desirable feature for applications and for maintaining contact. In addition, the controller achieves a"
10.1115/esda,crossref,robot control contact invariance,Comparison of Contact Force Control Strategies on Different Robot Arm Types,2010,"ASME 2010 10th Biennial Conference on Engineering Systems Design and Analysis, Volume 3",10.1115/esda2010-25404,https://doi.org/10.1115/esda2010-25404,"Yaltirik, Hu¨seyin; Kar, A. Kerim; Ekici, Bu¨lent","Nowadays robots are used in various areas. There are extremely important applications where the robot arm tip comes in contact with the environment or an object. During controlling an object, static or in motion, the object or the robot arm should not be damaged. The interaction forces are important in such conditions. Whether the task succeeds or fails depends on how accurate the interaction forces are controlled. The interaction forces are changed depending on the motion of the robot arm. Therefore, to control interaction forces a force control algorithm must be developed. In this research a force control algorithm will first be developed for the quasi-static contact tasks, then it will be extended to the dynamic cases. The goal of this study is to compare force control strategies to ach"
df1c8f4e8972,arxiv,robot contact manipulation topology,Towards a Framework for Changing-Contact Robot Manipulation,2021,arXiv,,,Saif Sidhik; Mohan Sridharan; Dirk Ruiken,"Many robot manipulation tasks require the robot to make and break contact with objects and surfaces. The dynamics of such changing-contact robot manipulation tasks are discontinuous when contact is made or broken, and continuous elsewhere. These discontinuities make it difficult to construct and use a single dynamics model or control strategy for any such task. We present a framework for smooth dynamics and control of such changing-contact manipulation tasks. For any given target motion trajectory, the framework incrementally improves its prediction of when contacts will occur. This prediction and a model relating approach velocity to impact force modify the velocity profile of the motion sequence such that it is $C^\infty$ smooth, and help achieve a desired force on impact. We implement t"
8f42ced39521,arxiv,manipulation contact planning topology,TrajectoTree: Trajectory Optimization Meets Tree Search for Planning Multi-contact Dexterous Manipulation,2021,arXiv,,,Claire Chen; Preston Culbertson; Marion Lepert; Mac Schwager; Jeannette Bohg,"Dexterous manipulation tasks often require contact switching, where fingers make and break contact with the object. We propose a method that plans trajectories for dexterous manipulation tasks involving contact switching using contact-implicit trajectory optimization (CITO) augmented with a high-level discrete contact sequence planner. We first use the high-level planner to find a sequence of finger contact switches given a desired object trajectory. With this contact sequence plan, we impose additional constraints in the CITO problem. We show that our method finds trajectories approximately 7 times faster than a general CITO baseline for a four-finger planar manipulation scenario. Furthermore, when executing the planned trajectories in a full dynamics simulator, we are able to more closel"
10.21203/rs.,crossref,robot control contact invariance,Fuzzy-based variable impedance control of uncertain robot manipulator in flexible environment: A nonlinear force contact model-based approach,2022,,10.21203/rs.3.rs-2079422/v1,https://doi.org/10.21203/rs.3.rs-2079422/v1,"Guo, Ying; Peng, Jinzhu; Ding, Shuai; Liang, Jing; Wang, Yaonan","Abstract In this paper, a variable impedance control method is proposed for uncertain robotic systems based on a nonlinear force contact-based flexible environmental model. First, a nonlinear force contact model between the rigid manipulator and flexible environment is established to approximate more realistic interaction responses and to avoid excessive overshoot of the force that usually exists in the traditional spring-damping environmental model. Then, according to the force contact-based environmental model, a fuzzy-based adaptive variable impedance controller is designed to achieve position and force tracking of the manipulator, where the impedance parameters are adjusted online through the force and position feedback of the robotic system, and the fuzzy logic system $(FLS)$ is used "
cd5684cfbb75,arxiv,contact-rich robot learning tactile topology,MimicTouch: Leveraging Multi-modal Human Tactile Demonstrations for Contact-rich Manipulation,2023,arXiv,,,Kelin Yu; Yunhai Han; Qixian Wang; Vaibhav Saxena; Danfei Xu; Ye Zhao,"Tactile sensing is critical to fine-grained, contact-rich manipulation tasks, such as insertion and assembly. Prior research has shown the possibility of learning tactile-guided policy from teleoperated demonstration data. However, to provide the demonstration, human users often rely on visual feedback to control the robot. This creates a gap between the sensing modality used for controlling the robot (visual) and the modality of interest (tactile). To bridge this gap, we introduce ""MimicTouch"", a novel framework for learning policies directly from demonstrations provided by human users with their hands. The key innovations are i) a human tactile data collection system which collects multi-modal tactile dataset for learning human's tactile-guided control strategy, ii) an imitation learning"
3f5995c94578,arxiv,manipulation contact planning topology,Simultaneous Trajectory Optimization and Contact Selection for Multi-Modal Manipulation Planning,2023,arXiv,,,Mengchao Zhang; Devesh K. Jha; Arvind U. Raghunathan; Kris Hauser,"Complex dexterous manipulations require switching between prehensile and non-prehensile grasps, and sliding and pivoting the object against the environment. This paper presents a manipulation planner that is able to reason about diverse changes of contacts to discover such plans. It implements a hybrid approach that performs contact-implicit trajectory optimization for pivoting and sliding manipulation primitives and sampling-based planning to change between manipulation primitives and target object poses. The optimization method, simultaneous trajectory optimization and contact selection (STOCS), introduces an infinite programming framework to dynamically select from contact points and support forces between the object and environment during a manipulation primitive. To sequence manipulat"
2e29f90623b6,arxiv,in-hand manipulation contact representation,"A versatile robotic hand with 3D perception, force sensing for autonomous manipulation",2024,arXiv,,,Nikolaus Correll; Dylan Kriegman; Stephen Otto; James Watson,"We describe a force-controlled robotic gripper with built-in tactile and 3D perception. We also describe a complete autonomous manipulation pipeline consisting of object detection, segmentation, point cloud processing, force-controlled manipulation, and symbolic (re)-planning. The design emphasizes versatility in terms of applications, manufacturability, use of commercial off-the-shelf parts, and open-source software. We validate the design by characterizing force control (achieving up to 32N, controllable in steps of 0.08N), force measurement, and two manipulation demonstrations: assembly of the Siemens gear assembly problem, and a sensor-based stacking task requiring replanning. These demonstrate robust execution of long sequences of sensor-based manipulation tasks, which makes the resul"
1de5bbf2dc93,arxiv,sim-to-real contact-rich policy learning,ManipForce: Force-Guided Policy Learning with Frequency-Aware Representation for Contact-Rich Manipulation,2025,arXiv,,,Geonhyup Lee; Yeongjin Lee; Kangmin Kim; Seongju Lee; Sangjun Noh; Seunghyeok Back; Kyoobin Lee,"Contact-rich manipulation tasks such as precision assembly require precise control of interaction forces, yet existing imitation learning methods rely mainly on vision-only demonstrations. We propose ManipForce, a handheld system designed to capture high-frequency force-torque (F/T) and RGB data during natural human demonstrations for contact-rich manipulation. Building on these demonstrations, we introduce the Frequency-Aware Multimodal Transformer (FMT). FMT encodes asynchronous RGB and F/T signals using frequency- and modality-aware embeddings and fuses them via bi-directional cross-attention within a transformer diffusion policy. Through extensive experiments on six real-world contact-rich manipulation tasks - such as gear assembly, box flipping, and battery insertion - FMT trained on "
8fa23f108c18,arxiv,robot tactile perception contact state,Whole-body Multi-contact Motion Control for Humanoid Robots Based on Distributed Tactile Sensors,2025,arXiv,,,Masaki Murooka; Kensuke Fukumitsu; Marwan Hamze; Mitsuharu Morisawa; Hiroshi Kaminaga; Fumio Kanehiro; Eiichi Yoshida,"To enable humanoid robots to work robustly in confined environments, multi-contact motion that makes contacts not only at extremities, such as hands and feet, but also at intermediate areas of the limbs, such as knees and elbows, is essential. We develop a method to realize such whole-body multi-contact motion involving contacts at intermediate areas by a humanoid robot. Deformable sheet-shaped distributed tactile sensors are mounted on the surface of the robot's limbs to measure the contact force without significantly changing the robot body shape. The multi-contact motion controller developed earlier, which is dedicated to contact at extremities, is extended to handle contact at intermediate areas, and the robot motion is stabilized by feedback control using not only force/torque sensors"
c48a652dc00d,arxiv,sim-to-real contact-rich policy learning,Direction Matters: Learning Force Direction Enables Sim-to-Real Contact-Rich Manipulation,2026,arXiv,,,Yifei Yang; Anzhe Chen; Zhenjie Zhu; Kechun Xu; Yunxuan Mao; Yufei Wei; Lu Chen; Rong Xiong,"Sim-to-real transfer for contact-rich manipulation remains challenging due to the inherent discrepancy in contact dynamics. While existing methods often rely on costly real-world data or utilize blind compliance through fixed controllers, we propose a framework that leverages expert-designed controller logic for transfer. Inspired by the success of privileged supervision in kinematic tasks, we employ a human-designed finite state machine based position/force controller in simulation to provide privileged guidance. The resulting policy is trained to predict the end-effector pose, contact state, and crucially the desired contact force direction. Unlike force magnitudes, which are highly sensitive to simulation inaccuracies, force directions encode high-level task geometry and remain robust a"
10.1115/detc,crossref,contact sequence learning robotics,Relative Contact Dynamics and its Application on Manipulator’s Contact Stability Problem,2012,"Volume 4: 36th Mechanisms and Robotics Conference, Parts A and B",10.1115/detc2012-71032,https://doi.org/10.1115/detc2012-71032,"Liang, Jianxun; Ma, Ou; Liu, Caishan","Contact stability is a major concern when the tip of a manipulator contacts with a stiff surface in a manipulation task. Better understanding of the contact dynamics problem can help deal with the contact stability problem. This paper studies the frictional contact problem of manipulators from the perspective of the recent development of relative contact dynamics. With the presented approach, the contact stability of a robot’s tip can be characterized by two critical parameters A and B. It is shown that parameter A depends on the robot’s configuration and friction coefficient only and parameter B is a function of the configuration, speed and the control forces/torques. By examination of the signs of the two parameters, one can determine whether the tip contact is in a stable contact, unsta"
5269d5f1b2b2,arxiv,robot manipulation contact graph learning,G5: A Universal GRAPH-BERT for Graph-to-Graph Transfer and Apocalypse Learning,2020,arXiv,,,Jiawei Zhang,"The recent GRAPH-BERT model introduces a new approach to learning graph representations merely based on the attention mechanism. GRAPH-BERT provides an opportunity for transferring pre-trained models and learned graph representations across different tasks within the same graph dataset. In this paper, we will further investigate the graph-to-graph transfer of a universal GRAPH-BERT for graph representation learning across different graph datasets, and our proposed model is also referred to as the G5 for simplicity. Many challenges exist in learning G5 to adapt the distinct input and output configurations for each graph data source, as well as the information distributions differences. G5 introduces a pluggable model architecture: (a) each data source will be pre-processed with a unique inp"
fe9d5ed34f1a,arxiv,manipulation contact planning topology,Contact Mode Guided Motion Planning for Quasidynamic Dexterous Manipulation in 3D,2021,arXiv,,,Xianyi Cheng; Eric Huang; Yifan Hou; Matthew T. Mason,"This paper presents Contact Mode Guided Manipulation Planning (CMGMP) for 3D quasistatic and quasidynamic rigid body motion planning in dexterous manipulation. The CMGMP algorithm generates hybrid motion plans including both continuous state transitions and discrete contact mode switches, without the need for pre-specified contact sequences or pre-designed motion primitives. The key idea is to use automatically enumerated contact modes of environment-object contacts to guide the tree expansions during the search. Contact modes automatically synthesize manipulation primitives, while the sampling-based planning framework sequences those primitives into a coherent plan. We test our algorithm on fourteen 3D manipulation tasks, and validate our models by executing some plans open-loop on a real"
10.1017/s026,crossref,robot control contact invariance,Contact force cancelation in robot impedance control by target impedance modification,2023,Robotica,10.1017/s0263574723000103,https://doi.org/10.1017/s0263574723000103,"Huang, An-Chyau; Lee, Kun-Ju; Du, Wei-Lin","Abstract A force sensorless impedance controller is proposed in this paper for robot manipulators without using force estimators. From the observation of the impedance control law, the force feedback term can be canceled if the inertia matrix in the target impedance is the same as the robot inertia matrix. However, the inertia matrix in the target impedance is almost always a constant matrix, while the robot inertia matrix is a function of the robot configuration, and hence, they may not be identical in general. A modification of the coefficient matrix for the contact force term in the target impedance is suggested in this paper to enable cancelation of the force feedback term in the impedance control law so that a force sensorless impedance controller without using force estimators can be"
2bf8aa755257,arxiv,in-hand manipulation contact representation,APriCoT: Action Primitives based on Contact-state Transition for In-Hand Tool Manipulation,2024,arXiv,,,Daichi Saito; Atsushi Kanehira; Kazuhiro Sasabuchi; Naoki Wake; Jun Takamatsu; Hideki Koike; Katsushi Ikeuchi,"In-hand tool manipulation is an operation that not only manipulates a tool within the hand (i.e., in-hand manipulation) but also achieves a grasp suitable for a task after the manipulation. This study aims to achieve an in-hand tool manipulation skill through deep reinforcement learning. The difficulty of learning the skill arises because this manipulation requires (A) exploring long-term contact-state changes to achieve the desired grasp and (B) highly-varied motions depending on the contact-state transition. (A) leads to a sparsity of a reward on a successful grasp, and (B) requires an RL agent to explore widely within the state-action space to learn highly-varied actions, leading to sample inefficiency. To address these issues, this study proposes Action Primitives based on Contact-stat"
a8814627cbe2,arxiv,contact-rich robot learning tactile topology,DIFFTACTILE: A Physics-based Differentiable Tactile Simulator for Contact-rich Robotic Manipulation,2024,arXiv,,,Zilin Si; Gu Zhang; Qingwei Ben; Branden Romero; Zhou Xian; Chao Liu; Chuang Gan,"We introduce DIFFTACTILE, a physics-based differentiable tactile simulation system designed to enhance robotic manipulation with dense and physically accurate tactile feedback. In contrast to prior tactile simulators which primarily focus on manipulating rigid bodies and often rely on simplified approximations to model stress and deformations of materials in contact, DIFFTACTILE emphasizes physics-based contact modeling with high fidelity, supporting simulations of diverse contact modes and interactions with objects possessing a wide range of material properties. Our system incorporates several key components, including a Finite Element Method (FEM)-based soft body model for simulating the sensing elastomer, a multi-material simulator for modeling diverse object types (such as elastic, ela"
66c2c06ba200,arxiv,contact-rich imitation learning robotics,SRL-VIC: A Variable Stiffness-Based Safe Reinforcement Learning for Contact-Rich Robotic Tasks,2024,arXiv,,,Heng Zhang; Gokhan Solak; Gustavo J. G. Lahr; Arash Ajoudani,"Reinforcement learning (RL) has emerged as a promising paradigm in complex and continuous robotic tasks, however, safe exploration has been one of the main challenges, especially in contact-rich manipulation tasks in unstructured environments. Focusing on this issue, we propose SRL-VIC: a model-free safe RL framework combined with a variable impedance controller (VIC). Specifically, safety critic and recovery policy networks are pre-trained where safety critic evaluates the safety of the next action using a risk value before it is executed and the recovery policy suggests a corrective action if the risk value is high. Furthermore, the policies are updated online where the task policy not only achieves the task but also modulates the stiffness parameters to keep a safe and compliant profile"
